Paper_ID,Initials (of screener),Include/Exclude,Inconclusive Note,Exclusion T0: CalCOFI Report,Exclusion T1: Not a target marine species,Exclusion T2: Outdated (older than 1900),Exclusion T3: Not a poleward movement,Exclusion T3: Not in California (at least partially),Latin name,Species reference,Common name,Taxanomic rank,Life stage (verbatim),Planktonic Larval Duration (PLD),Spawn Season,Observation location (verbatim),Latitude (verbatim),Longitude (verbatim),lat_for_plot,Lat for plot origin,lon_for_plot,Lon for plot origin,Year,Month,Day,Time,Historical northern range edge (verbatim),Historical northern range edge reference (if not the paper),Screening Notes
376,JKS,Include,,,,,,,Portunus xantusii,,Xantus' Swimming Crab,species,,,,"Tomales Bay, CA",38.213,-122.955465,38.213,Paper,-122.955465,Paper,1999,,,,"Santa Barbara, CA",Morris et al. 1980; Jensen 2014,
376,JKS,Include,,,,,,,Portunus xantusii,,Xantus' Swimming Crab,species,,,,"Tomales Bay, CA",38.213,-122.955465,38.213,Paper,-122.955465,Paper,2016,November,22,,"Morro Bay, CA",Jensen 2014,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Monterey Bay, CA",36.80405,-121.945835,36.80405,Paper,-121.945835,Paper,1859,,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Monterey Bay, CA",36.80405,-121.945835,36.80405,Paper,-121.945835,Paper,1960,,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Monterey Bay, CA",36.80405,-121.945835,36.80405,Paper,-121.945835,Paper,1973,,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Farallon Islands, CA",37.698795,-123.00325,37.698795,Paper,-123.00325,Paper,1983,,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Fort Bragg, CA",39.4513,-123.8139,39.4513,Paper,-123.8139,Paper,1985,,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Monterey Bay, CA",36.80405,-121.945835,36.80405,Paper,-121.945835,Paper,1998,,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Monterey Bay, CA",36.80405,-121.945835,36.80405,Paper,-121.945835,Paper,2015,October,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Monterey Bay, CA",36.80405,-121.945835,36.80405,Paper,-121.945835,Paper,2016,May,,,"Baja California, Mexico",Boyd 1967,
376,JKS,Include,,,,,,,Pleuroncodes planipes,,Pelagic Red Crab,species,,,,"Agate Beach, OR",44.65821,-124.06085,44.65821,Paper,-124.06085,Paper,2017,March,1,,"Fort Bragg, CA",,
376,JKS,Include,,,,,,,Megabalanus californicus,,Pink-striped Barnacle,species,,,,"Humboldt Bay, CA",40.76099,-124.2343,40.76099,Paper,-124.2343,Paper,1939,,,,"southern barnacle ""uncommon north of Monterey""",Newman and Abbott 1980,northern range limit Humboldt Bay published by Zullo  1968
376,JKS,Include,,,,,,,Megabalanus californicus,,Pink-striped Barnacle,species,,,,"Cordell Bank, CA",38.03306,-123.444035,38.03306,Paper,-123.444035,Paper,1981,,,,"southern barnacle ""uncommon north of Monterey""",Newman and Abbott 1980,northern range limit Humboldt Bay published by Zullo  1968
376,JKS,Include,,,,,,,Megabalanus californicus,,Pink-striped Barnacle,species,,,,"Horseshoe Cove, CA",38.316795,-123.06941,38.316795,Paper,-123.06941,Paper,1996,,,,"southern barnacle ""uncommon north of Monterey""",Newman and Abbott 1980,northern range limit Humboldt Bay published by Zullo  1968
376,JKS,Include,,,,,,,Megabalanus californicus,,Pink-striped Barnacle,species,,,,"Tomales Point, CA",38.240895,-122.99475,38.240895,Paper,-122.99475,Paper,2009,April,,,"southern barnacle ""uncommon north of Monterey""",Newman and Abbott 1980,northern range limit Humboldt Bay published by Zullo  1968
376,JKS,Include,,,,,,,Megabalanus californicus,,Pink-striped Barnacle,species,,,,"Bodega Marine Laboratory, CA",38.31180556,-123.083028,38.31180556,Paper,-123.083028,Paper,2006,September,,,"southern barnacle ""uncommon north of Monterey""",Newman and Abbott 1980,northern range limit Humboldt Bay published by Zullo  1968
376,JKS,Include,,,,,,,Megabalanus californicus,,Pink-striped Barnacle,species,,,,"Humbug State Park, OR",42.683253,-124.449214,42.683253,Paper,-124.449214,Paper,2015,June,5,,"southern barnacle ""uncommon north of Monterey""",Newman and Abbott 1980,northern range limit Humboldt Bay published by Zullo  1968
376,JKS,Include,,,,,,,Paraconcavus pacificus,,Red-striped Barnacle,species,,,,"Salmon Creek Beach, CA",38.32486,-123.07265,38.32486,Paper,-123.07265,Paper,2016,February,,,"San Francisco Bay, CA",Newman and Abbott 1980,
376,JKS,Include,,,,,,,Paraconcavus pacificus,,Red-striped Barnacle,species,,,,"MacKerricher State Park, CA",39.536724,-123.772568,39.536724,Paper,-123.772568,Paper,2017,November,12,,"San Francisco Bay, CA",Newman and Abbott 1980,
376,JKS,Include,,,,,,,Paraconcavus pacificus,,Red-striped Barnacle,species,,,,"Dillon Beach, CA",38.2542,-122.969385,38.2542,Paper,-122.969385,Paper,2019,February,,,"San Francisco Bay, CA",Newman and Abbott 1980,
376,JKS,Include,,,,,,,Ophiothrix spiculata,,Glass-spined Brittle Star,species,,,,"Farallon Islands, CA",37.698795,-123.00325,37.698795,Paper,-123.00325,Paper,1962,,,,"San Mateo County, CA",Morris et al. 1980,"perhaps moved to cordell bay, ca"
376,JKS,Include,,,,,,,Ophiothrix spiculata,,Glass-spined Brittle Star,species,,,,"Cordell Bank, CA",38.03306,-123.444035,38.03306,Paper,-123.444035,Paper,1979,,,,"San Mateo County, CA",Morris et al. 1980,"perhaps moved to cordell bay, ca"
376,JKS,Include,,,,,,,Ophiothrix spiculata,,Glass-spined Brittle Star,species,,,,"San Francisco Bay, CA",37.84328,-122.39656,37.84328,Paper,-122.39656,Paper,2002,April,,,"San Mateo County, CA",Morris et al. 1980,"perhaps moved to cordell bay, ca"
376,JKS,Include,,,,,,,Ophiothrix spiculata,,Glass-spined Brittle Star,species,,,,"Pinnacle Gulch, CA",38.305185,-123.077205,38.305185,Paper,-123.077205,Paper,2014,November,8,,"San Mateo County, CA",Morris et al. 1980,"perhaps moved to cordell bay, ca"
376,JKS,Include,,,,,,,Ophiothrix spiculata,,Glass-spined Brittle Star,species,,,,"Patrick's Point State Park, CA",41.13197,-124.16403,41.13197,Paper,-124.16403,Paper,2016,May,12,,"San Mateo County, CA",Morris et al. 1980,"perhaps moved to cordell bay, ca"
376,JKS,Include,,,,,,,Ophiothrix spiculata,,Glass-spined Brittle Star,species,,,,"Horseshoe Cove, CA",38.316795,-123.06941,38.316795,Paper,-123.06941,Paper,2018,August,,,"San Mateo County, CA",Morris et al. 1980,"perhaps moved to cordell bay, ca"
376,JKS,Include,,,,,,,Lissothuria nutriens,,Scarlet Sea Cucumber,species,,,,Bodega Head,38.305175,-123.05303,38.305175,Paper,-123.05303,Paper,2010,July,,,"Bodega Marine Reserve, CA",Wootten 1949); Rutherford 1975,perhaps further south of Bodega is the typical range edge
376,JKS,Include,,,,,,,Lissothuria nutriens,,Scarlet Sea Cucumber,species,,,,"Fort Ross Reef, CA",38.50203,-123.230115,38.50203,Paper,-123.230115,Paper,2017,June,25,,"Bodega Marine Reserve, CA",Wootten 1949); Rutherford 1975,perhaps further south of Bodega is the typical range edge
376,JKS,Include,,,,,,,Pachythyone rubra,,Red Sea Cucumber,species,,,,"Pinnacle Gulch, CA",38.305185,-123.077205,38.305185,Paper,-123.077205,Paper,1976,July,,,Los Angeles to Monterey Bay,"Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007",
376,JKS,Include,,,,,,,Pachythyone rubra,,Red Sea Cucumber,species,,,,"Año Nuevo Cove, CA",37.11285,-122.32908,37.11285,Paper,-122.32908,Paper,1971,,,,Los Angeles to Monterey Bay,"Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007",
376,JKS,Include,,,,,,,Pachythyone rubra,,Red Sea Cucumber,species,,,,"Año Nuevo Cove, CA",37.11285,-122.32908,37.11285,Paper,-122.32908,Paper,1972,,,,Los Angeles to Monterey Bay,"Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007",
376,JKS,Include,,,,,,,Pachythyone rubra,,Red Sea Cucumber,species,,,,"Año Nuevo Cove, CA",37.11285,-122.32908,37.11285,Paper,-122.32908,Paper,1973,,,,Los Angeles to Monterey Bay,"Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007",
376,JKS,Include,,,,,,,Pachythyone rubra,,Red Sea Cucumber,species,,,,"Pigeon Point, CA",37.18138,-122.39418,37.18138,Paper,-122.39418,Paper,1997,,,,Los Angeles to Monterey Bay,"Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007",
376,JKS,Include,,,,,,,Pachythyone rubra,,Red Sea Cucumber,species,,,,"Bodega Marine Reserve, CA",38.31874,-123.07411,38.31874,Paper,-123.07411,Paper,2017,December,30,,Los Angeles to Monterey Bay,"Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007",
377,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
378,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
379,EJW,Exclude,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,EJW,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
381,EJW,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
382,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
383,EJW,Include,,,,,,,Pyrosoma atlanticum,,,species,,,,"from Oregon to BritishColumbia, and occurred in scientific samples as far north asthe Gulf of Alaska",59-60 degrees N,-146 to -144 degrees E,59,Paper,,,2017,,,,"common only as far north as southern California, rarely seen North of the sate",,
384,EJW,Inconclusive,data used is from CalCOFI and analysis is primarily related to abundance - JKS,,,,,,Salpa maxima,,,species,,,,Southern California,,,,,,,1951-1976,,,,,,*seen here in 1951-1976 but then essentially absent from the region thereafter
384,EJW,Inconclusive,data used is from CalCOFI and analysis is primarily related to abundance - JKS,,,,,,Pegea socia,,,species,,,,Southern California,,,,,,,1951-1976,,,,,,*seen here in 1951-1976 but then essentially absent from the region thereafter
384,EJW,Inconclusive,data used is from CalCOFI and analysis is primarily related to abundance - JKS,,,,,,Cyclosalpa bakeri,,,species,,,,Southern California,,,,,,,1951-1976,,,,,,*seen here in 1951-1976 but then essentially absent from the region thereafter
384,EJW,Inconclusive,data used is from CalCOFI and analysis is primarily related to abundance - JKS,,,,,,Cyclosalpa affinis,,,species,,,,Southern California,,,,,,,1951-1976,,,,,,*seen here in 1951-1976 but then essentially absent from the region thereafter
384,EJW,Inconclusive,data used is from CalCOFI and analysis is primarily related to abundance - JKS,,,,,,Cyclosalpa bakeri,,,species,,,,Southern California,,,,,,,2001,,,,,,*reappeared in large numbers in the region in 2001
384,EJW,Inconclusive,data used is from CalCOFI and analysis is primarily related to abundance - JKS,,,,,,Cyclosalpa affinis,,,species,,,,Southern California,,,,,,,2001,,,,,,*reappeared in large numbers in the region in 2001
385,TVT,Inconclusive,"Details global range shifts across broad groupings (benthic inverts, seabirds, etc) rather than individual species",,,,,,,,,,,,,,,,,,,,,,,,,,
386,JKS,Include,,,,,,,Aplysia californica,Cooper J.G. (1863),sea hare,species,,,,"Yaquina Bay Jetty, OR",,,44.609567,Google Maos,,,1983,October,"14, 19",,California ,GBIF,
387,AF,Include,,,,,,,Dosidicus gigas,,"Giant squid, Humboldt squid",species,adult,,,Newport to Bandon,from 43°N to at least 43°40′N,,43.6667,Paper,,,1997,,,,"""endemic to the eastern tropical Pacific (Wormuth, 1976), but occasionally occurs off southern California.""","Wormuth, 1976",
388,JKS,Include,,,,,,,Dosidicus gigas,,Jumbo squid,species,adult,,,San Pedro,,,33.700615,Google Maos,,,1934,August,6,,"Occasional specimens have been taken oft the eastern coast of Australia and in waters to the eastward, off Chile and Peru. from Southern California waters and from Monterey Bay.",,
389,JKS,Include,,,,,,,Dosidicus gigas,,Jumbo squid,species,adult,,,"Monterey, CA",,,36.611029,Google Maos,,,1911,,,,"Occasional specimens have been taken oft the eastern coast of Australia and in waters to the eastward, off Chile and Peru. from Southern California waters and from Monterey Bay.",,
389,TVT,Include,,,,,,,Acanthinucella spirata,"Blainville, 1832",,species,,,,"Cape Mendocino, CA",40.396N,-124.378W,40.396,Paper,-124.378,Paper,2017,June,17,,"Tomales Bay, California to Punta Baja, Baja California",,
390,EJW,Inconclusive,"*This paper doesn't give much detail other than saying that the species was in surveys south of Point Conception but wasn't in surveys north of Point Conception until the 1970's and cites an annotated list of benthic algae and invertebrates in the kelp forest community at Point Cabrillo, Pacific Grove, California which gives the details on these surveys but is only available to be viewed in person in the McHenry Library. I've added this to the backward search for someone to go check out and see if we can recover greater details from when the species appears in this list.",,,,,,Kelletia kelletii,"(Forbes, 1852)",,,,,,"California, north of point conception",,,,,,,1970's,,,,"California, south of point conception",,
391,JKS,,getting from library,,,,,,,,,,,,,,,,,,,,,,,,,,
392,JKS,,getting from library,,,,,,,,,,,,,,,,,,,,,,,,,,
393,JKS,Include,,,,,,,Dosidicus gigas,,Humboldt squid or jumbo flying squid,species,,,,Yakutat,,,59.485662,Google Maos,,,1997,,,,has a range extending from 35° N (California) south to Tierra del Fuego in South America,"Norman, 2000; Roper et. al., 1984",
393,JKS,Include,,,,,,,Dosidicus gigas,,Humboldt squid or jumbo flying squid,species,,,,"The collection location was ""about 20 km southwest of Carmanah Point and 7 km south of Swiftsure Bank"" near Vancouver Island",,,48.5,ChatGPT,-124.85,ChatGPT,2004,October,2,,has a range extending from 35° N (California) south to Tierra del Fuego in South America,"Norman, 2000; Roper et. al., 1984",
394,JKS,Include,,,,,,,Dosidicus gigas,,Jumbo squid,species,,,,Newport to Bandon,43°N to at least 43°40′N,,43.6667,Paper,,,1997,September,30,,occasionally occurs off southern California,,
395,JKS,Exclude,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
396,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
397,JKS,Exclude,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,
398,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
399,JKS,Include,original of data already recorded. has more specifics,,,,,,Kelletia kelletii,"Forbes, 1852",,species,,,,"Hopkins Marine Life Refuge, Pacific Grove, CA",,,,,,,1980,May,2,,"""These records are significant due to the lack of reports of Kelletia kelletii north of Point Conception""","Abbott 1974, McLean 1978",
399,JKS,Include,original of data already recorded. has more specifics,,,,,,Kelletia kelletii,"Forbes, 1852",,species,,,,Monterey Macrocystis forest,,,,,,,1981,January,,,"""These records are significant due to the lack of reports of Kelletia kelletii north of Point Conception""","Abbott 1974, McLean 1978",
400,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
401,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,In 1936 they seemed to be even more abundant all the way from Monterey Bay to San Diego. It was in this year that they were first recognized as a nuisance by the fishermen.
402,JKS,,getting from library,,,,,,,,,,,,,,,,,,,,,,,,,,
403,JKS,Include,,,,,,,Dosidicus gigas,,Humboldt squid,species,,,,"Chesterman Beach, Tofino BC",49.11374,−125.8907608,49.11374,Paper,−125.8907608,Paper,2009,August,"days 2, 4, 6",,historic range extending along the eastern Pacific Ocean from Chile to California,Nigmatullin et al. 2001,
403,JKS,Include,,,,,,,Dosidicus gigas,,Humboldt squid,species,,,,"Chesterman Beach, Tofino BC",49.11374,−125.8907608,49.11374,Paper,−125.8907608,Paper,2009,September,27,,historic range extending along the eastern Pacific Ocean from Chile to California,Nigmatullin et al. 2001,
404,JKS,Exclude,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,
